OrderNumber,OrderDate,Channel,Warehouse Code,Order Quantity,Unit Price,Unit Cost,Customer Name,Customer Email,Product Name,Channel Code,Channel Alt. Name,Channel Importance,Channel Prior Code,Delivery City
SO - 0003746,2015-08-03,Distributor,GUT930,10,6009.900000000001,4507.425,Roberts Company,cwagnera2@ed.gov,Product 2,DIST,Regional,Mid,REGIONS,"Kryvy Rig, Ukraine"
SO - 0003747,2015-08-03,Wholesale,NXH382,8,1118.9,783.23,Cogidoo Company,mcarrolli3@foxnews.com,Product 2,WHOLE,Local,Low,SUPER,"Bremen, Germany"
SO - 0003748,2015-08-03,Distributor,GUT930,5,2693.4,2073.918,Zoovu Corp,treynoldspc@freewebs.com,Product 4,DIST,Regional,Mid,REGIONS,"Frankfurt am Main, Germany"
SO - 0003749,2015-08-04,Distributor,AXW291,10,1748.7,1346.499,Wordtune Company,ssnyder4l@cafepress.com,Product 10,DIST,Regional,Mid,REGIONS,"PARIS, France"
SO - 0003750,2015-08-04,Wholesale,GUT930,7,1728.6000000000001,1175.448,The Ltd,gporter3l@nba.com,Product 8,WHOLE,Local,Low,SUPER,"Lvov, Ukraine"
SO - 0003751,2015-08-04,Wholesale,GUT930,5,3959.7000000000003,2217.4320000000002,Zoovu Corp,treynoldspc@freewebs.com,Product 3,WHOLE,Local,Low,SUPER,"Sevilla, Spain"
SO - 0003752,2015-08-04,Wholesale,GUT930,11,783.9,423.30600000000004,CARDINAL Group,emarshall1o@multiply.com,Product 8,WHOLE,Local,Low,SUPER,"KISHINEV, Moldova"
SO - 0003753,2015-08-04,Wholesale,NXH382,10,1795.6000000000001,1400.5680000000002,Meejo Corp,jreed7i@epa.gov,Product 6,WHOLE,Local,Low,SUPER,"Málaga, Spain"
SO - 0003754,2015-08-04,Wholesale,AXW291,11,5969.7,3343.032,Jaxbean Group,jwilliamsonpk@eventbrite.com,Product 13,WHOLE,Local,Low,SUPER,"BEOGRAD (Belgrade), Serbia"
SO - 0003755,2015-08-04,Distributor,GUT930,10,2579.5,2115.19,Holston Company,chamilton3z@geocities.jp,Product 11,DIST,Regional,Mid,REGIONS,"ATHINAI (Athens), Greece"
SO - 0003756,2015-08-05,Export,AXW291,10,221.1,128.238,Bath Group,cparker3z@state.tx.us,Product 2,EXP,International,High,INTL,"Birmingham, UK"
SO - 0003757,2015-08-05,Wholesale,AXW291,9,2445.5,1393.935,Bath Group,cparker3z@state.tx.us,Product 5,WHOLE,Local,Low,SUPER,"BERLIN, Germany"
SO - 0003758,2015-08-05,Distributor,AXW291,6,1118.9,626.5840000000001,Mylan Corp,hmurray2p@loc.gov,Product 5,DIST,Regional,Mid,REGIONS,"SOFIA, Bulgaria"
SO - 0003759,2015-08-05,Distributor,NXH382,5,1246.2,598.176,Podcat Corp,wgreenks@ocn.ne.jp,Product 3,DIST,Regional,Mid,REGIONS,"Poznan, Poland"
SO - 0003760,2015-08-05,Wholesale,GUT930,6,1199.3,575.664,Nlounge Ltd,fromero4g@behance.net,Product 13,WHOLE,Local,Low,SUPER,"Glasgow, UK"
SO - 0003761,2015-08-05,Wholesale,AXW291,10,174.20000000000002,116.71400000000001,SHISEIDO Ltd,rreyesqw@list-manage.com,Product 15,WHOLE,Local,Low,SUPER,"PRAHA (Prague), Czech Republic"
SO - 0003762,2015-08-06,Wholesale,NXH382,6,5976.400000000001,3227.2560000000003,Blogspan Ltd,ghuntf5@gravatar.com,Product 13,WHOLE,Local,Low,SUPER,"Düsseldorf, Germany"
SO - 0003763,2015-08-06,Distributor,GUT930,12,3423.7000000000003,2533.538,Skyvu Group,cmontgomeryn@twitpic.com,Product 13,DIST,Regional,Mid,REGIONS,"Kraków, Poland"
SO - 0003764,2015-08-06,Wholesale,GUT930,8,1025.1000000000001,584.307,General Company,mjones2v@omniture.com,Product 5,WHOLE,Local,Low,SUPER,"Palermo, Italy"
SO - 0003765,2015-08-06,Distributor,AXW291,6,3979.8,2626.668,Realpoint Corp,mgeorgecd@elegantthemes.com,Product 9,DIST,Regional,Mid,REGIONS,"Lódz, Poland"
SO - 0003766,2015-08-06,Distributor,GUT930,9,3825.7000000000003,3213.588,Z.H.T. Group,rwhitedq@nymag.com,Product 15,DIST,Regional,Mid,REGIONS,"Glasgow, UK"
SO - 0003767,2015-08-06,Wholesale,AXW291,8,3892.7000000000003,2063.1310000000003,EMD Group,gramirez2k@xrea.com,Product 12,WHOLE,Local,Low,SUPER,"Hamburg, Germany"
SO - 0003768,2015-08-06,Export,GUT930,12,1018.4,672.144,Linkbuzz Ltd,bsimsla@icio.us,Product 7,EXP,International,High,INTL,"Valencia, Spain"
SO - 0003769,2015-08-07,Distributor,NXH382,7,1005.0,783.9,Topco Company,phenry4a@samsung.com,Product 9,DIST,Regional,Mid,REGIONS,"Düsseldorf, Germany"
SO - 0003770,2015-08-07,Wholesale,AXW291,9,5333.2,4159.896,Brainspher Ltd,hfowler6h@xinhuanet.com,Product 2,WHOLE,Local,Low,SUPER,"Barcelona, Spain"
SO - 0003771,2015-08-07,Wholesale,GUT930,7,2378.5,2021.725,State Ltd,mbarnesv@google.nl,Product 9,WHOLE,Local,Low,SUPER,"Palermo, Italy"
SO - 0003772,2015-08-07,Wholesale,AXW291,10,1989.9,1452.627,NCS Group,nandersonqk@blogspot.com,Product 15,WHOLE,Local,Low,SUPER,"MINSK, Belarus"
SO - 0003773,2015-08-07,Wholesale,AXW291,7,2479.0,2007.9900000000002,Viva Ltd,wyoungoo@ucla.edu,Product 13,WHOLE,Local,Low,SUPER,"BERLIN, Germany"
SO - 0003774,2015-08-07,Export,AXW291,5,984.9,551.5440000000001,Aibox Company,smorrisba@craigslist.org,Product 3,EXP,International,High,INTL,"PARIS, France"
SO - 0003775,2015-08-07,Distributor,AXW291,12,891.1,516.838,Kazu Corp,jwoodo@mit.edu,Product 12,DIST,Regional,Mid,REGIONS,"LONDON, UK"
SO - 0003776,2015-08-07,Distributor,AXW291,5,4013.3,2969.842,Accudial Company,ngarza2s@illinois.edu,Product 4,DIST,Regional,Mid,REGIONS,"Birmingham, UK"
SO - 0003777,2015-08-07,Export,GUT930,9,6331.5,3292.38,Aibox Company,smorrisba@craigslist.org,Product 4,EXP,International,High,INTL,"Wroclaw (Breslau), Poland"
SO - 0003778,2015-08-07,Export,GUT930,11,5286.3,2537.424,Dazzlesphe Corp,mpalmera6@census.gov,Product 12,EXP,International,High,INTL,"Salonika, Greece"
SO - 0003779,2015-08-07,Wholesale,GUT930,8,1715.2,1011.968,Revitol Company,aramos9w@php.net,Product 3,WHOLE,Local,Low,SUPER,"Wroclaw (Breslau), Poland"
SO - 0003780,2015-08-07,Wholesale,GUT930,8,1065.3,703.098,Twitterbri Ltd,lburkefb@epa.gov,Product 10,WHOLE,Local,Low,SUPER,"Genova, Italy"
SO - 0003781,2015-08-08,Wholesale,FLR025,12,2505.8,1553.596,Wordpedia Ltd,kmurray1y@go.com,Product 11,WHOLE,Local,Low,SUPER,"Sheffield, UK"
SO - 0003782,2015-08-08,Distributor,GUT930,8,1005.0,743.7,Mita Corp,rfoxlk@slideshare.net,Product 8,DIST,Regional,Mid,REGIONS,"Kryvy Rig, Ukraine"
SO - 0003783,2015-08-08,Distributor,AXW291,10,1005.0,623.1,Browsebug Company,jmedina4n@tumblr.com,Product 9,DIST,Regional,Mid,REGIONS,"Zaporozhye, Ukraine"
SO - 0003784,2015-08-08,Wholesale,GUT930,11,1755.4,947.9160000000002,Skajo Ltd,vwatkins8z@unblog.fr,Product 12,WHOLE,Local,Low,SUPER,"KISHINEV, Moldova"
SO - 0003785,2015-08-09,Distributor,GUT930,12,1815.7,1143.891,Arbor Company,ajenkinsbb@feedburner.com,Product 9,DIST,Regional,Mid,REGIONS,"AMSTERDAM, Netherlands"
SO - 0003786,2015-08-09,Distributor,FLR025,8,2479.0,1090.76,Brightdog Corp,esimpson44@canalblog.com,Product 6,DIST,Regional,Mid,REGIONS,"KOBENHAVN (Copenhagen), Denmark"
SO - 0003787,2015-08-09,Wholesale,AXW291,12,2405.3,1250.756,Voolith Ltd,ddayqi@amazon.co.jp,Product 10,WHOLE,Local,Low,SUPER,"Köln (Cologne), Germany"
SO - 0003788,2015-08-09,Wholesale,GUT930,12,5480.6,3946.032,Valeant Corp,bbowman1j@phpbb.com,Product 1,WHOLE,Local,Low,SUPER,"Wroclaw (Breslau), Poland"
SO - 0003789,2015-08-09,Wholesale,AXW291,8,268.0,166.16,Family Corp,ajacobs2g@seattletimes.com,Product 7,WHOLE,Local,Low,SUPER,"PARIS, France"
SO - 0003790,2015-08-09,Export,NXH382,7,6331.5,2595.915,Holston Company,chamilton3z@geocities.jp,Product 8,EXP,International,High,INTL,"Dortmund, Germany"
SO - 0003791,2015-08-09,Wholesale,AXW291,8,730.3000000000001,365.15000000000003,Livepath Corp,tdavis1v@state.gov,Product 5,WHOLE,Local,Low,SUPER,"Köln (Cologne), Germany"
SO - 0003792,2015-08-09,Wholesale,AXW291,7,187.6,146.328,Z.H.T. Group,rwhitedq@nymag.com,Product 14,WHOLE,Local,Low,SUPER,"LONDON, UK"
SO - 0003793,2015-08-09,Wholesale,AXW291,9,3819.0,2329.59,Walgreen Corp,aparker1l@pcworld.com,Product 6,WHOLE,Local,Low,SUPER,"Birmingham, UK"
SO - 0003794,2015-08-09,Wholesale,GUT930,10,241.20000000000002,135.07200000000003,Fivebridge Ltd,vmarshall1s@freewebs.com,Product 6,WHOLE,Local,Low,SUPER,"STOCKHOLM, Sweden"
SO - 0003795,2015-08-09,Distributor,GUT930,12,1299.8,961.852,Roomm Company,hbishop6d@goodreads.com,Product 15,DIST,Regional,Mid,REGIONS,"Kryvy Rig, Ukraine"
SO - 0003796,2015-08-09,Distributor,FLR025,11,1112.2,456.002,Colgate-Pa Group,dmorrisf1@google.pl,Product 9,DIST,Regional,Mid,REGIONS,"Duisburg, Germany"
SO - 0003797,2015-08-09,Distributor,FLR025,11,4006.6,2844.6859999999997,Safecor Corp,bchapmanu@geocities.jp,Product 12,DIST,Regional,Mid,REGIONS,"Duisburg, Germany"
SO - 0003798,2015-08-10,Wholesale,NXH382,8,978.2,596.702,Gabvine Ltd,aturner9s@webs.com,Product 12,WHOLE,Local,Low,SUPER,"Bremen, Germany"
SO - 0003799,2015-08-10,Distributor,AXW291,6,1045.2,616.668,Ascend Ltd,wwilliamson1g@about.me,Product 9,DIST,Regional,Mid,REGIONS,"Odessa, Ukraine"
SO - 0003800,2015-08-10,Wholesale,AXW291,5,5621.3,2754.437,Yombu Corp,dfox1t@reuters.com,Product 9,WHOLE,Local,Low,SUPER,"Zaporozhye, Ukraine"
SO - 0003801,2015-08-10,Export,GUT930,7,1092.1000000000001,862.7590000000001,Zava Group,emyers4p@princeton.edu,Product 13,EXP,International,High,INTL,"Valencia, Spain"
SO - 0003802,2015-08-10,Wholesale,AXW291,9,877.7,438.85,Realpoint Corp,mgeorgecd@elegantthemes.com,Product 11,WHOLE,Local,Low,SUPER,"MADRID, Spain"
SO - 0003803,2015-08-10,Distributor,AXW291,7,1889.4,1190.3220000000001,Golden Corp,kmoreno34@ca.gov,Product 15,DIST,Regional,Mid,REGIONS,"BUCURESTI (Bucharest), Romania"
SO - 0003804,2015-08-11,Wholesale,NXH382,5,1078.7,485.415,Cantrell Company,rcunninghamqt@bigcartel.com,Product 8,WHOLE,Local,Low,SUPER,"Poznan, Poland"
SO - 0003805,2015-08-11,Wholesale,NXH382,11,1145.7,928.017,Mylan Corp,hmurray2p@loc.gov,Product 15,WHOLE,Local,Low,SUPER,"Rotterdam, Netherlands"
SO - 0003806,2015-08-11,Wholesale,GUT930,8,924.6,369.84000000000003,Deseret Group,grobinson3g@sun.com,Product 10,WHOLE,Local,Low,SUPER,"Genova, Italy"
SO - 0003807,2015-08-11,Wholesale,NXH382,10,1105.5,795.9599999999999,SHISEIDO Ltd,rreyesqw@list-manage.com,Product 12,WHOLE,Local,Low,SUPER,"Málaga, Spain"
SO - 0003808,2015-08-11,Wholesale,NXH382,9,991.6,495.8,Army Group,aellis34@tiny.cc,Product 12,WHOLE,Local,Low,SUPER,"Düsseldorf, Germany"
SO - 0003809,2015-08-11,Export,NXH382,8,897.8000000000001,664.3720000000001,Vinte Group,randerson1k@mozilla.com,Product 1,EXP,International,High,INTL,"HELSINKI, Finland"
SO - 0003810,2015-08-11,Wholesale,AXW291,12,3946.3,1617.983,Pacific Ltd,pkennedyt@amazon.co.uk,Product 3,WHOLE,Local,Low,SUPER,"ROMA, Italy"
SO - 0003811,2015-08-11,Distributor,NXH382,11,6150.6,2890.782,Nlounge Ltd,fromero4g@behance.net,Product 6,DIST,Regional,Mid,REGIONS,"Poznan, Poland"
SO - 0003812,2015-08-11,Distributor,FLR025,6,214.4,145.792,State Ltd,mbarnesv@google.nl,Product 12,DIST,Regional,Mid,REGIONS,"SARAJEVO, Bosnia"
SO - 0003813,2015-08-12,Export,AXW291,7,247.9,163.614,Twitterbri Ltd,lburkefb@epa.gov,Product 12,EXP,International,High,INTL,"Kharkov, Ukraine"
SO - 0003814,2015-08-12,Distributor,GUT930,6,3959.7000000000003,3207.3570000000004,H Ltd,pgonzales7y@youku.com,Product 11,DIST,Regional,Mid,REGIONS,"Valencia, Spain"
SO - 0003815,2015-08-12,Wholesale,FLR025,11,3798.9,2887.164,Aldi Ltd,fcampbell80@360.cn,Product 14,WHOLE,Local,Low,SUPER,"KOBENHAVN (Copenhagen), Denmark"
SO - 0003816,2015-08-12,Wholesale,GUT930,10,3912.8,1799.8880000000001,Vimbo Company,srice31@exblog.jp,Product 7,WHOLE,Local,Low,SUPER,"Palermo, Italy"
SO - 0003817,2015-08-12,Wholesale,GUT930,11,261.3,109.746,Wordpedia Ltd,kmurray1y@go.com,Product 12,WHOLE,Local,Low,SUPER,"Valencia, Spain"
SO - 0003818,2015-08-12,Wholesale,AXW291,7,2331.6,1515.54,Tagfeed Ltd,srichardson8l@ucla.edu,Product 4,WHOLE,Local,Low,SUPER,"WARSZAWA (Warsaw), Poland"
SO - 0003819,2015-08-13,Wholesale,GUT930,9,1098.8,802.1239999999999,Wordware Company,tlopezn@bandcamp.com,Product 12,WHOLE,Local,Low,SUPER,"Lvov, Ukraine"
SO - 0003820,2015-08-13,Wholesale,GUT930,6,3946.3,3196.503,EMD Group,gramirez2k@xrea.com,Product 8,WHOLE,Local,Low,SUPER,"Valencia, Spain"
SO - 0003821,2015-08-13,Wholesale,NXH382,10,1855.9,890.832,American Corp,ecollinsd1@seesaa.net,Product 9,WHOLE,Local,Low,SUPER,"LISBOA (Lisbon), Portugal"
SO - 0003822,2015-08-13,Wholesale,AXW291,7,5768.7,2711.2889999999998,Revitol Company,aramos9w@php.net,Product 3,WHOLE,Local,Low,SUPER,"Torino (Turin), Italy"
SO - 0003823,2015-08-13,Distributor,NXH382,5,737.0,346.39,Arbor Company,ajenkinsbb@feedburner.com,Product 9,DIST,Regional,Mid,REGIONS,"Essen, Germany"
SO - 0003824,2015-08-13,Distributor,AXW291,5,5996.5,2398.6,Holston Company,chamilton3z@geocities.jp,Product 12,DIST,Regional,Mid,REGIONS,"WIEN (Vienna), Austria"
SO - 0003825,2015-08-13,Wholesale,AXW291,11,1058.6000000000001,899.8100000000001,Zoovu Corp,treynoldspc@freewebs.com,Product 13,WHOLE,Local,Low,SUPER,"PARIS, France"
SO - 0003826,2015-08-13,Wholesale,GUT930,5,897.8000000000001,619.482,Tambee Company,hturnerw@answers.com,Product 2,WHOLE,Local,Low,SUPER,"Salonika, Greece"
SO - 0003827,2015-08-14,Export,AXW291,10,2613.0,1332.63,Quimm Company,rhenry7y@squarespace.com,Product 12,EXP,International,High,INTL,"PARIS, France"
SO - 0003828,2015-08-14,Wholesale,AXW291,12,5621.3,3316.567,Skyble Corp,dperkinsc1@washingtonpost.com,Product 3,WHOLE,Local,Low,SUPER,"PRAHA (Prague), Czech Republic"
SO - 0003829,2015-08-14,Wholesale,GUT930,5,951.4,732.578,NARS Group,bhamilton70@multiply.com,Product 1,WHOLE,Local,Low,SUPER,"Palermo, Italy"
SO - 0003830,2015-08-14,Export,NXH382,11,187.6,80.66799999999999,Chatterpoi Corp,brice3h@linkedin.com,Product 7,EXP,International,High,INTL,"Poznan, Poland"
SO - 0003831,2015-08-14,Distributor,GUT930,7,3886.0,2409.32,Sanum-Kehl Group,pwells2x@zimbio.com,Product 15,DIST,Regional,Mid,REGIONS,"Genova, Italy"
SO - 0003832,2015-08-14,Wholesale,AXW291,11,1815.7,980.4780000000001,Organon Corp,cwillis1c@theatlantic.com,Product 15,WHOLE,Local,Low,SUPER,"Dnepropetrovsk, Ukraine"
SO - 0003833,2015-08-14,Wholesale,GUT930,11,2834.1,1927.188,Feednation Corp,rbennett8q@tinypic.com,Product 6,WHOLE,Local,Low,SUPER,"Kraków, Poland"
SO - 0003834,2015-08-15,Export,AXW291,6,971.5,670.3349999999999,Holston Company,chamilton3z@geocities.jp,Product 9,EXP,International,High,INTL,"Odessa, Ukraine"
SO - 0003835,2015-08-15,Wholesale,AXW291,11,180.9,86.832,Thoughtmix Ltd,ssanchez5k@netvibes.com,Product 9,WHOLE,Local,Low,SUPER,"ZAGREB, Croatia"
SO - 0003836,2015-08-15,Export,AXW291,7,207.70000000000002,114.23500000000001,CLINIQUE Ltd,jthompson1e@nba.com,Product 9,EXP,International,High,INTL,"München (Munich), Germany"
SO - 0003837,2015-08-15,Distributor,AXW291,5,3979.8,2706.264,Chatterbri Ltd,smiller24@biglobe.ne.jp,Product 10,DIST,Regional,Mid,REGIONS,"Torino (Turin), Italy"
SO - 0003838,2015-08-15,Wholesale,NXH382,7,221.1,154.76999999999998,Linklinks Ltd,kjones2g@walmart.com,Product 12,WHOLE,Local,Low,SUPER,"VILNIUS, Lithuania"
SO - 0003839,2015-08-15,Distributor,AXW291,12,1058.6000000000001,497.54200000000003,Roberts Company,cwagnera2@ed.gov,Product 3,DIST,Regional,Mid,REGIONS,"Köln (Cologne), Germany"
SO - 0003840,2015-08-15,Distributor,NXH382,12,5929.5,3557.7,Viva Ltd,wyoungoo@ucla.edu,Product 6,DIST,Regional,Mid,REGIONS,"Glasgow, UK"
SO - 0003841,2015-08-15,Export,AXW291,5,904.5,479.38500000000005,ALK-Abello Ltd,jwelch37@bigcartel.com,Product 11,EXP,International,High,INTL,"MINSK, Belarus"
SO - 0003842,2015-08-15,Export,GUT930,11,2331.6,1911.9119999999998,SEINDNI Corp,jwilliamson1o@unblog.fr,Product 5,EXP,International,High,INTL,"STOCKHOLM, Sweden"
SO - 0003843,2015-08-15,Wholesale,AXW291,8,1976.5,1620.7299999999998,Viva Ltd,wyoungoo@ucla.edu,Product 11,WHOLE,Local,Low,SUPER,"Lódz, Poland"
SO - 0003844,2015-08-15,Distributor,FLR025,6,5748.6,4483.908,Muxo Group,hday5g@webnode.com,Product 15,DIST,Regional,Mid,REGIONS,"Hannover, Germany"
SO - 0003845,2015-08-15,Export,AXW291,6,1319.9,725.9450000000002,Eidel Corp,jrogersda@dion.ne.jp,Product 1,EXP,International,High,INTL,"Köln (Cologne), Germany"
SO - 0003846,2015-08-16,Distributor,AXW291,10,958.1,488.63100000000003,Linklinks Ltd,kjones2g@walmart.com,Product 8,DIST,Regional,Mid,REGIONS,"Hamburg, Germany"
SO - 0003847,2015-08-16,Distributor,FLR025,12,5641.400000000001,4174.636,MEIJER Corp,esimmons3g@guardian.co.uk,Product 9,DIST,Regional,Mid,REGIONS,"Mykolaiv, Ukraine"
SO - 0003848,2015-08-16,Distributor,GUT930,11,743.7,349.539,State Ltd,mbarnesv@google.nl,Product 5,DIST,Regional,Mid,REGIONS,"Palermo, Italy"
SO - 0003849,2015-08-16,Export,NXH382,5,3819.0,1909.5,State Ltd,mbarnesv@google.nl,Product 10,EXP,International,High,INTL,"Rotterdam, Netherlands"
SO - 0003850,2015-08-16,Wholesale,FLR025,6,2653.2000000000003,1485.7920000000004,Epic Group,sruizd@wikia.com,Product 7,WHOLE,Local,Low,SUPER,"Duisburg, Germany"
SO - 0003851,2015-08-16,Wholesale,FLR025,9,1943.0,1088.0800000000002,Shuffledri Group,vlittle3@wordpress.com,Product 2,WHOLE,Local,Low,SUPER,"KOBENHAVN (Copenhagen), Denmark"
SO - 0003852,2015-08-16,Wholesale,GUT930,6,1929.6000000000001,1543.6800000000003,Terumo Corp,pmartinez3e@fc2.com,Product 9,WHOLE,Local,Low,SUPER,"Lvov, Ukraine"
SO - 0003853,2015-08-16,Distributor,NXH382,9,1809.0,1338.66,Talane Group,ajacobs49@ow.ly,Product 13,DIST,Regional,Mid,REGIONS,"Glasgow, UK"
SO - 0003854,2015-08-16,Export,FLR025,9,1005.0,814.0500000000001,Alembic Ltd,bcooper41@guardian.co.uk,Product 10,EXP,International,High,INTL,"Mykolaiv, Ukraine"
SO - 0003855,2015-08-16,Distributor,GUT930,8,1721.9,1102.016,Accudial Company,ngarza2s@illinois.edu,Product 7,DIST,Regional,Mid,REGIONS,"Kraków, Poland"
SO - 0003856,2015-08-17,Distributor,AXW291,11,837.5,368.5,Cogidoo Company,mcarrolli3@foxnews.com,Product 3,DIST,Regional,Mid,REGIONS,"München (Munich), Germany"
SO - 0003857,2015-08-17,Wholesale,AXW291,8,3852.5,3236.1,Cantrell Company,rcunninghamqt@bigcartel.com,Product 14,WHOLE,Local,Low,SUPER,"Torino (Turin), Italy"
SO - 0003858,2015-08-17,Export,AXW291,12,3644.8,2842.9440000000004,Blogtags Ltd,rscott2f@printfriendly.com,Product 2,EXP,International,High,INTL,"MADRID, Spain"
SO - 0003859,2015-08-17,Distributor,AXW291,7,227.8,120.73400000000001,Pixoboo Corp,gpalmer43@hexun.com,Product 1,DIST,Regional,Mid,REGIONS,"Hamburg, Germany"
SO - 0003860,2015-08-17,Wholesale,AXW291,11,3370.1,2055.761,Realbridge Corp,sross1f@xrea.com,Product 7,WHOLE,Local,Low,SUPER,"MINSK, Belarus"
SO - 0003861,2015-08-17,Distributor,NXH382,9,1051.9,557.5070000000001,Fivechat Company,jrose1k@163.com,Product 10,DIST,Regional,Mid,REGIONS,"Bremen, Germany"
SO - 0003862,2015-08-17,Distributor,AXW291,6,3966.4,3331.776,Actavis Company,jkimw@netscape.com,Product 8,DIST,Regional,Mid,REGIONS,"Milano (Milan), Italy"
SO - 0003863,2015-08-18,Wholesale,NXH382,5,241.20000000000002,96.48000000000002,Vitz Company,pmorales92@naver.com,Product 8,WHOLE,Local,Low,SUPER,"Zaragoza, Spain"
SO - 0003864,2015-08-18,Wholesale,AXW291,8,3149.0,1731.95,Chatterbri Ltd,smiller24@biglobe.ne.jp,Product 8,WHOLE,Local,Low,SUPER,"WIEN (Vienna), Austria"
SO - 0003865,2015-08-18,Distributor,GUT930,10,911.2,728.96,Cadila Ltd,joliver2c@usda.gov,Product 14,DIST,Regional,Mid,REGIONS,"Wroclaw (Breslau), Poland"
SO - 0003866,2015-08-18,Wholesale,AXW291,6,2345.0,1758.75,Rochester Group,ksmith4t@blinklist.com,Product 13,WHOLE,Local,Low,SUPER,"Zaporozhye, Ukraine"
SO - 0003867,2015-08-18,Wholesale,GUT930,11,5313.1,2125.2400000000002,Zoonoodle Ltd,jphillipsj2@imgur.com,Product 6,WHOLE,Local,Low,SUPER,"Frankfurt am Main, Germany"
SO - 0003868,2015-08-18,Wholesale,AXW291,8,2512.5,1331.625,Gabvine Ltd,aturner9s@webs.com,Product 9,WHOLE,Local,Low,SUPER,"BERLIN, Germany"
SO - 0003869,2015-08-18,Wholesale,AXW291,12,4020.0,2291.3999999999996,Skinder Group,slawsonci@meetup.com,Product 15,WHOLE,Local,Low,SUPER,"Birmingham, UK"
SO - 0003870,2015-08-18,Export,AXW291,12,194.3,122.409,Buzzshare Company,awilliamson1@craigslist.org,Product 1,EXP,International,High,INTL,"Milano (Milan), Italy"
SO - 0003871,2015-08-19,Wholesale,AXW291,7,790.6,434.83000000000004,Janyx Group,earnold59@epa.gov,Product 5,WHOLE,Local,Low,SUPER,"WARSZAWA (Warsaw), Poland"
SO - 0003872,2015-08-19,Wholesale,FLR025,8,3242.8,2464.5280000000002,Twitterbri Ltd,lburkefb@epa.gov,Product 15,WHOLE,Local,Low,SUPER,"OSLO, Norway"
SO - 0003873,2015-08-19,Export,AXW291,9,234.5,164.14999999999998,Aveda Group,swilson46@freewebs.com,Product 14,EXP,International,High,INTL,"Marseille, France"
SO - 0003874,2015-08-19,Wholesale,AXW291,11,5494.0,3626.04,Eire Corp,rgreene16@deviantart.com,Product 3,WHOLE,Local,Low,SUPER,"Kharkov, Ukraine"
SO - 0003875,2015-08-19,Distributor,GUT930,8,2613.0,1907.49,Linkbuzz Ltd,bsimsla@icio.us,Product 15,DIST,Regional,Mid,REGIONS,"Glasgow, UK"
SO - 0003876,2015-08-19,Distributor,AXW291,8,1159.1000000000001,544.777,Johnson Ltd,rrussell6p@multiply.com,Product 7,DIST,Regional,Mid,REGIONS,"Donetsk, Ukraine"
SO - 0003877,2015-08-19,Export,NXH382,11,1809.0,777.87,Vinte Group,randerson1k@mozilla.com,Product 11,EXP,International,High,INTL,"LISBOA (Lisbon), Portugal"
SO - 0003878,2015-08-19,Export,AXW291,5,1018.4,855.4559999999999,Accudial Company,ngarza2s@illinois.edu,Product 7,EXP,International,High,INTL,"BUCURESTI (Bucharest), Romania"
SO - 0003879,2015-08-19,Wholesale,AXW291,9,1273.0,1043.86,Eayo Company,jcastillo1w@independent.co.uk,Product 15,WHOLE,Local,Low,SUPER,"LONDON, UK"
SO - 0003880,2015-08-19,Distributor,GUT930,9,207.70000000000002,157.852,Eire Corp,rgreene16@deviantart.com,Product 2,DIST,Regional,Mid,REGIONS,"Frankfurt am Main, Germany"
SO - 0003881,2015-08-20,Wholesale,AXW291,10,857.6,651.7760000000001,Zava Group,emyers4p@princeton.edu,Product 11,WHOLE,Local,Low,SUPER,"PARIS, France"
SO - 0003882,2015-08-20,Wholesale,GUT930,9,1246.2,610.638,Mydo Corp,rramoshq@jugem.jp,Product 1,WHOLE,Local,Low,SUPER,"Kryvy Rig, Ukraine"
SO - 0003883,2015-08-20,Distributor,AXW291,6,1681.7,790.399,Twimbo Company,halvarezm@stanford.edu,Product 9,DIST,Regional,Mid,REGIONS,"KIEV, Ukraine"
SO - 0003884,2015-08-20,Distributor,FLR025,12,3953.0,2569.4500000000003,Internatio Company,bbutler13@addtoany.com,Product 11,DIST,Regional,Mid,REGIONS,"Mykolaiv, Ukraine"
SO - 0003885,2015-08-21,Wholesale,AXW291,8,3765.4,2372.202,Unit Ltd,bmcdonald47@joomla.org,Product 5,WHOLE,Local,Low,SUPER,"PARIS, France"
SO - 0003886,2015-08-21,Wholesale,AXW291,6,1072.0,621.76,Fred's Company,clawrence7v@slashdot.org,Product 9,WHOLE,Local,Low,SUPER,"Milano (Milan), Italy"
SO - 0003887,2015-08-21,Wholesale,AXW291,12,1822.4,1457.92,Liberty Group,gperez2a@fda.gov,Product 4,WHOLE,Local,Low,SUPER,"Marseille, France"
SO - 0003888,2015-08-21,Export,AXW291,12,951.4,618.41,Livepath Corp,tdavis1v@state.gov,Product 14,EXP,International,High,INTL,"München (Munich), Germany"
SO - 0003889,2015-08-21,Wholesale,AXW291,5,1882.7,903.696,Dazzlesphe Corp,mpalmera6@census.gov,Product 5,WHOLE,Local,Low,SUPER,"WARSZAWA (Warsaw), Poland"
SO - 0003890,2015-08-21,Wholesale,AXW291,12,917.9,614.993,Skyble Corp,dperkinsc1@washingtonpost.com,Product 6,WHOLE,Local,Low,SUPER,"Zaporozhye, Ukraine"
SO - 0003891,2015-08-21,Distributor,FLR025,10,5648.1,4574.961,Actavis Company,jkimw@netscape.com,Product 12,DIST,Regional,Mid,REGIONS,"Sheffield, UK"
